Axis1,Axis2,Axis3,Axis4,Axis5,Axis6,Tss
-0.8052240723936462,0.3399964729796417,-0.3839738147647077,-0.0992194264265304,0.11721712454559138,-0.22007268048597417,1
0.31893668564725036,-0.27708457073263865,-0.22802399648098223,-0.3086772798645902,0.011755298485222557,0.020610527179675583,1
-0.36203121182850434,0.12996016036053037,-0.06008942710586493,0.01894332531141253,0.008646708047109807,-0.05531112611600266,1
0.28924821080845675,-0.0011298672184712867,-0.5045167941508631,-0.030752198171083475,0.18780390014730128,-0.09881179062925323,1
-0.6884894355581986,0.4167177703201708,-0.17417058047038408,0.11706576153241932,0.1294269570859989,-0.020804486948627073,1
-0.29843625284118924,0.3213755803773399,0.02051569832023486,0.3187909899222239,0.03586234795283332,0.08337387841406235,1
0.6815369835345169,0.2974352697013869,-0.32298931802664166,-0.17428545357957387,-0.12043113750905159,0.02695223686561524,1
-0.23249384669832096,-0.35650158439265045,-0.23374103857654913,0.09182470580827173,0.24845386154701246,-0.16527979878343133,1
-0.15480329365722556,-0.3424870949771066,0.003055537145164263,0.5064491216377015,-0.02878978636739138,0.023472587923151635,1
-0.8836306446223313,-0.013536007448052709,0.015919762220742248,0.3065986324081725,-0.13795284221039986,-0.05497450372341238,1
-0.4553774566057873,0.3841543244601945,-0.329348989568359,-0.22690594788380955,0.13993467903418927,-0.036591696509287445,1
0.4234290942357209,0.28098486717472093,-0.3662141770467078,-0.3176938387285019,-0.1364583360635833,0.051168939985269356,1
-0.6408332662066717,-0.10418212955905756,-0.055183914738222525,0.1251866728570254,-0.10061754644178232,0.08388632699800738,1
-1.022872841391202,-0.307108913006728,-0.2937777470948829,0.024248587851807377,-0.01692970459734762,-0.20958638006718894,1
-0.35976530797160944,-0.33255629887173255,0.365132418393226,-0.16436375232285122,0.24679806025717246,0.40351143955221463,1
-0.592810585751906,-0.1152452731510157,-0.18103330801094353,0.5416421072494022,0.08468972926394874,0.12474689237577787,1
-0.5316495991634136,-0.05162725242990243,0.044689335391214294,0.31353753441356813,-0.10802687259126945,0.2109487327056438,1
-0.0833690848458863,0.18353301970605027,-0.2740323376349923,-0.10379940414935038,-0.1300512369783388,0.13541035625291756,1
-0.16661883811731568,0.32863021629162026,0.01804373314765436,-0.45968545532071703,0.06485968598610996,-0.0013872499576881407,1
-0.4673066143378606,0.4116845332053987,0.03129163507061902,-0.044008338989506186,-0.21701713507943282,-0.13619922799935433,1
-0.37725990291334915,0.1467997840723942,0.17396698368448515,0.3926912968606671,-0.08760596238142106,0.04763402068876822,1
-1.0835789948652754,-0.11783122708865458,-0.02380083292041373,0.2935485112641592,0.21564916283834545,-0.007699037491479578,1
0.47677961473879693,-0.15426134728534985,-0.002906329198247924,-0.11245530742498737,-0.053693733267376434,0.02035686708944129,1
0.7585200162173026,0.36724195954996686,-0.428940150303691,0.057494453194036094,0.02635740941995239,0.20444923669010248,1
0.4586555735802748,-0.33942590399937916,-0.27877417514073033,-0.3985619908505448,-0.09178991220492516,0.17347508745836285,1
0.8046238338994693,-0.025565615612997465,-0.5390913484226166,0.10761785689491997,0.1773670003691377,0.004556622908301732,1
-0.5879914013424213,-0.02179217133762962,0.025506424668993645,-0.0748674186191171,-0.12584109907232524,0.10424334685417785,1
-0.192431104085013,0.13091119695618014,-0.24951439754071175,-0.07647362812866729,-0.03276771924688278,0.07522961258158743,1
-0.4513271151145956,-0.052277190565935515,-0.1728089733641399,-0.30267209427928266,0.16824526730673273,-0.2156127316983898,1
-0.13178106784816984,-0.28722175325217075,-0.5243309803383734,0.08984894610639929,0.1363403873359176,0.08723000390398869,1
0.08942940763472831,0.038269480795620404,-0.29945218281089403,-0.44160027405185015,-0.07035207727676594,-0.18512569678519383,1
0.032548598421057486,0.6457347649703585,-0.42976618024154445,-0.031889736366484275,-0.10672685994079298,0.1866044910514329,1
-0.46412888668189484,-0.22978072080238077,-0.1017508806073858,-0.49148238436237374,0.12524431358786747,0.04497908070569666,1
-0.15491187351928737,-0.06955762953426886,-0.1518697759762328,-0.030472154855254386,0.22844064401828915,0.028540783886414147,1
-0.18881068021111266,-0.1950455785117191,-0.05376502614653881,-0.4510197845180398,-0.005453418867990097,0.1996288094369791,1
-0.36576011475395626,0.4097843581820406,-0.23251887502347082,0.29215469261449845,-0.10447035135720781,-0.1676003203255362,1
-0.7117072131763726,-0.043990306783672134,0.4397334501497492,-0.3183250196110368,-0.22617723220299854,0.016448936597495446,1
-0.40730258544956044,0.5222172827899452,0.048359349504447674,-0.09846308157916914,0.0541085436294502,-0.13602783843938854,1
0.169970553770577,-0.08748593439740925,-0.09343055957780845,0.1703662112269863,0.2609527723453054,0.13741359612284088,1
-0.02831650324764402,0.3540432709268469,-0.34200460423957385,-0.1918892000799307,-0.08031062758807501,0.029167165268967093,1
0.010555922838215633,0.40602245985270646,0.09948811843367229,-0.20168296488784482,-0.024454234222859667,-0.03586569841662253,1
-0.5629928652029538,0.5169108792917037,0.14110417429053349,-0.20937726527347308,0.043979085368950975,-0.06547859361367216,1
0.339409809170914,0.23130960861528566,-0.4423358653522353,-0.14249884793153755,-0.057281126244721245,-0.1475758440964765,1
-0.38667979348310266,0.48000226575376653,0.01053057517079105,0.17655931098732844,-0.14690856385363799,0.07492950796673427,1
0.3231223528580341,0.20558982069166445,-0.36740791447434445,-0.12285039559893399,-0.1733481658566249,0.11904327775503196,1
-0.668591838205996,-0.5868184294291551,0.028598196312631063,-0.6243810518514243,-0.03090584544721931,0.046713839579481976,1
-0.3746818556726996,0.14501704524084014,0.11643236576562682,-0.03618272950520416,-0.03149765634704083,0.2309956517885401,1
0.36042343160944024,0.014520524744266051,-0.5511677602583979,-0.4256192332081999,0.3348944426805571,0.011763438553236751,1
-0.5308790622147425,-0.12875898476816572,0.23362167307714146,-0.019314932872876906,0.0864942925265107,0.08006684338230406,1
-0.06136238986166483,0.056718971988788766,0.26790754402269357,-0.630140894450526,0.22863569527821678,0.0490387195982458,1
-0.9686095722387562,0.03718261190022314,-0.2646269145647095,0.3717402512474663,0.06280168251072415,-0.0735704994027287,1
-0.46995784039923844,-0.1289211833827078,0.11206328283199603,0.20574241049968134,0.0861623800217142,0.2705288695073271,1
0.12225221838958475,0.542330050368905,-0.029313362954019997,-0.49389420426303765,-0.05014714457436704,0.20035747632340553,1
0.7544757205910241,0.6045891557074625,-0.34470802368256287,-0.3020161437914785,-0.09211910339512715,-0.11722972968699538,1
0.16016872208779992,0.06649554590856621,-0.1700522354745318,0.36067201339049293,0.04778337227729207,0.04281734126717366,1
0.3825536631160063,0.46706302794151033,0.013141677610105453,0.26268637684931945,0.11707885900166179,0.23764621886608145,1
-0.26291893965706276,0.07739867980439975,0.2720549288055946,0.06907862924561982,-0.049749915798609275,0.17929524154732063,1
-0.3552670967182614,0.3809634455003963,-0.43439956235061494,0.04361867364322401,0.0288408157078591,-0.21537736207274133,1
-0.3045450776708197,0.14793892943547773,-0.07885670178199719,0.1004034229385588,-0.028450158214504064,-0.05153816043353328,1
-0.8067128125159673,-0.019408168359402615,-0.2075796622706947,-0.02640008719089896,0.2154166674553923,-0.05479297227736575,1
-0.5238562156564149,0.37395859315893043,-0.10299923450088769,-0.08688874980050812,-0.04703238092133382,0.06015393023187826,1
-0.382546750750992,-0.2502207120344976,-0.2349763113397464,-0.17719495022942067,-0.05330305055777513,0.08739960701824835,1
-0.08959547229952321,0.40574479877853914,-0.268010028155794,-0.1077762075816082,0.03890762978588601,-0.037665786738422316,1
-0.6069531232141158,0.23466654001285275,-0.07723939027899827,-0.11993551201802038,0.016236582388577316,0.2077711211497607,1
-0.8442683369682793,0.04367818689330095,-0.043720169775808525,0.30687635596033686,0.05654995216964232,0.0481471951457412,1
-0.4367071604674139,0.07163177398956817,-0.08679097834342461,0.21906495799569203,0.04560400691159941,0.09885037307076898,1
-0.15201812886271268,0.18865280278645574,-0.3123803608936368,-0.41799728592276364,0.1399082435210667,0.02271894634152023,1
-0.26670366194248063,0.05799741109327606,-0.2732239402847643,0.02549251819647585,0.06659157690477746,0.13159828189438275,1
-0.7542530389840585,0.07236395978783676,-0.050419497156184614,-0.04439114888037665,-0.26024566010387207,0.02491507812355895,1
-0.08531550608187806,-0.5425129089385358,-0.35717096995015857,-0.19474180833862464,0.28658625410806815,-0.11183445985946769,1
0.36565321750253565,0.49712861097114275,-0.15124399020870283,-0.0466058327583764,0.03004845934474702,-0.038224653746904536,1
0.4000876996566731,-0.1002017889906304,-0.3878364879173366,-0.4304238582251728,-0.07202192533222534,-0.06570751155295537,1
-0.1638251067663684,0.15290818879235643,-0.551955136712615,-0.3780729143976172,-0.031652983221039835,0.01556509549058748,1
-0.41628851929838284,-0.2068783328392788,-0.07976376186510295,0.24946460063642395,0.047198171224585236,0.11877397887657337,1
-0.5943768155075337,-0.36656495836362435,-0.12550507414721082,-0.06788041621665925,0.19871483898317258,0.08603028491074703,1
-0.6167767664324326,0.26723831350114974,-0.0961857136670317,-0.09991478413048134,-0.10550107681853649,0.034158668526368,1
0.06325811471364105,0.11102661226304644,-0.1384425106957056,0.27351212329839025,-0.09749100108948802,-0.21898556997022353,1
-0.6049202684907536,-0.0787230978570781,-0.19796892385066278,0.30508477188764915,0.0035457105309883914,0.008831860468393132,1
