Organism,Seq,Positions,,,
Salmonella,1,,,,
Salmonella,2,204-345,,,
Salmonella,3,375-522,,,
Salmonella,4,394-465,489-552,,
Salmonella,5,93-147,214-282,313-372,443-484
Salmonella,6,420-475,494-549,,
Salmonella,7,509-550,,,
Salmonella,8,,,,
Salmonella,9,137-405,,,
Salmonella,10,187-297,408-452,,
Salmonella,11,133-184,487-561,,
Salmonella,12,247-287,455-492,,
Salmonella,13,315-353,379-447,469-519,
Salmonella,14,489-568,,,
Salmonella,15,133-191,324-412,472-527,
Salmonella,16,421-573,,,
Salmonella,17,397-488,,,
Salmonella,18,,,,
Salmonella,19,182-292,,,
Salmonella,20,,,,
Salmonella,21,246-288,,,
Salmonella,22,202-264,390-432,,
Salmonella,23,413-465,,,
Salmonella,24,20-59,344-381,397-511,
Salmonella,25,358-405,,,
Salmonella,26,469-601,,,
Salmonella,27,415-452,,,
Salmonella,28,257-367,427-463,,
Salmonella,29,275-410,,,
Salmonella,30,389-432,,,
Salmonella,31,344-435,,,
Salmonella,32,216-312,324-477,,
Salmonella,33,300-407,481-527,,
Salmonella,34,545-584,,,
Salmonella,35,133-412,,,
Salmonella,36,437-509,,,
Salmonella,37,,,,
Salmonella,38,442-488,,,
Salmonella,39,,,,
Salmonella,40,,,,
Salmonella,41,272-381,389-427,,
Salmonella,42,36-75,157-196,,
Salmonella,43,236-287,575-613,,
Salmonella,44,135-217,350-405,574-613,
Salmonella,45,303-345,,,
Salmonella,46,,,,
Salmonella,47,361-398,421-489,,
Salmonella,48,259-318,325-401,435-480,
Salmonella,49,,,,
Salmonella,50,426-488,,,
Salmonella,51,348-390,546-613,,
Salmonella,52,,,,
Salmonella,53,,,,
Salmonella,54,,,,
Salmonella,55,54-113,,,
Salmonella,56,250-348,,,
Salmonella,57,0-97,387-483,,
Salmonella,58,406-466,496-560,572-613,
Salmonella,59,332-423,430-491,,
Salmonella,60,398-436,,,
Salmonella,61,417-455,,,
Salmonella,62,546-587,,,
Salmonella,63,456-507,,,
Salmonella,64,,,,
Salmonella,65,0-73,,,
Salmonella,66,102-140,223-276,,
Salmonella,67,459-503,,,
Salmonella,68,,,,
Salmonella,69,,,,
Salmonella,70,,,,
Salmonella,71,285-333,,,
Salmonella,72,364-410,,,
Salmonella,73,282-395,403-439,,
Salmonella,74,345-439,475-534,,
Salmonella,75,369-531,,,
Salmonella,76,399-522,,,
Salmonella,77,184-234,394-463,515-613,
Salmonella,78,273-321,,,
Salmonella,79,235-282,379-421,,
Salmonella,80,,,,
Salmonella,81,332-409,417-487,,
Salmonella,82,164-287,,,
