Seq,Tss,Col1,Col2,Col3,Col4
1,1,3.436826,9.422916,0.891886,0.370089
2,1,5.623091,8.429092,1.240128,0.532027
3,1,5.217695,7.906623,1.209597,0.507238
4,1,7.884556,6.308244,1.273132,0.613292
5,1,9.557413,2.567317,1.673539,0.926582
6,1,8.716155,3.035391,1.487590,0.949645
7,1,4.634153,9.809028,0.496202,0.194024
8,1,4.416950,7.410041,0.882638,0.489442
9,1,9.281567,2.931228,1.408934,0.811631
10,1,5.057520,7.110462,0.746887,0.428096
11,1,8.252404,3.805850,1.621508,0.845099
12,1,6.659050,6.078676,1.510690,0.761031
13,1,7.092369,5.365225,1.227618,0.742533
14,1,6.309412,5.370610,1.220122,0.691615
15,1,6.819914,6.868339,0.952738,0.495301
16,1,7.435643,4.085379,1.146761,0.657456
17,1,6.333254,5.264939,1.124777,0.643404
18,1,7.537122,5.681115,1.474446,0.743345
19,1,9.857570,1.852613,1.608919,0.959596
20,1,9.829366,3.271095,1.546214,0.823900
21,1,9.394614,4.830154,0.787311,0.564320
22,1,6.817525,5.373478,1.094112,0.659384
23,1,8.171049,3.732150,1.462369,0.775946
24,1,8.792060,5.568237,1.094884,0.610162
25,1,8.354093,4.055006,1.700326,0.889068
26,1,8.721568,3.404664,1.674146,0.896458
27,1,4.180081,9.080479,0.660676,0.361423
28,1,6.093797,7.327303,1.416725,0.633056
29,1,6.450876,9.998972,0.877326,0.283296
30,1,7.422561,6.680457,1.317539,0.601615
31,1,6.642040,5.836145,1.323249,0.744668
32,1,7.393688,8.188758,1.338477,0.536544
33,1,8.918710,3.354732,1.316444,0.802752
34,1,8.247362,2.390056,1.644501,0.956568
35,1,7.541024,6.794856,1.003718,0.565211
36,1,7.140661,5.042317,0.847034,0.586890
37,1,8.168958,5.543909,0.890118,0.599976
38,1,6.531317,8.817861,1.002177,0.416888
39,1,6.169456,7.961975,1.164857,0.475738
40,1,8.955096,4.214254,1.210787,0.711743
41,1,6.327141,5.622094,1.355006,0.775151
42,1,9.042437,4.581157,1.226835,0.749107
43,1,6.165516,10.001886,0.645164,0.245165
44,1,9.118142,3.728431,1.042775,0.718494
45,1,7.765967,4.784449,1.670595,0.833181
46,1,8.395463,4.271376,1.727849,0.848553
47,1,9.968321,2.203915,1.504697,0.864433
48,1,7.833466,4.225855,1.491810,0.892861
49,1,7.205894,6.877843,1.000459,0.512069
50,1,5.734100,7.050632,1.221027,0.611301
51,1,8.070348,4.267760,1.343564,0.757922
52,1,6.095370,5.305545,1.204174,0.661224
53,1,6.113153,6.673342,0.946456,0.539227
54,1,8.586707,4.488512,1.362435,0.744886
55,1,7.918424,4.220755,1.333345,0.776620
56,1,9.263057,3.612202,1.467862,0.850577
57,1,8.266087,3.669848,1.467474,0.765091
58,1,7.234845,5.106654,1.285046,0.698609
59,1,7.526664,4.705309,1.215742,0.809552
60,1,6.648872,6.579320,1.112464,0.572825
61,1,8.474932,3.687627,1.822311,0.900971
62,1,5.234861,7.886099,1.189656,0.511817
63,1,8.467367,3.536237,1.420438,0.848032
64,1,7.738969,5.041164,1.617376,0.809512
65,1,7.075659,6.077618,0.791919,0.495161
66,1,7.643779,5.464767,1.222921,0.697458
67,1,9.121395,3.754021,1.335651,0.763930
68,1,6.844983,7.087419,0.924521,0.542645
69,1,9.324860,3.144330,1.227725,0.763124
70,1,6.563815,6.287485,1.173107,0.636381
71,1,8.692720,4.772797,1.185086,0.767596
72,1,7.851021,4.148237,1.349117,0.689763
73,1,7.216978,3.662770,1.326472,0.852766
74,1,6.903943,6.572112,1.273781,0.670225
75,1,6.903804,3.958772,1.480985,0.929368
76,1,9.041633,3.477583,1.476043,0.813551
77,1,8.885217,3.657979,1.061577,0.753086
78,1,5.612922,6.975500,1.113938,0.529755
79,1,7.576688,5.313850,1.284976,0.640089
80,1,6.304705,6.867543,0.970362,0.489818
81,1,6.649165,5.254192,1.136218,0.636955
82,1,7.513302,7.004987,1.669691,0.764838
83,1,8.085450,5.692659,1.179876,0.681196
84,1,6.743387,6.386138,1.009306,0.577976
85,1,8.512101,3.924320,1.712336,0.900968
86,1,7.439109,6.835048,1.080564,0.575000
87,1,8.382601,3.680680,1.258934,0.788686
88,1,8.994749,4.123489,1.520026,0.785435
89,1,8.991302,3.618587,1.380230,0.788833
90,1,8.172261,5.685174,1.317538,0.694767
91,1,6.349348,6.617022,1.564220,0.726326
92,1,5.941699,7.314711,1.248844,0.514618
93,1,10.371401,2.413565,1.544661,0.888004
94,1,6.569369,5.874363,1.209713,0.683550
95,1,8.431406,3.412156,1.723978,0.895996
96,1,8.993150,3.183259,1.345378,0.782919
97,1,7.776360,5.614908,1.265258,0.654184
98,1,5.362676,9.087783,0.840998,0.426995
99,1,7.696005,4.181370,1.253099,0.712182
100,1,9.015254,3.094344,1.453474,0.847131
101,1,6.622916,7.031997,0.975567,0.530492
102,1,9.464193,2.449250,1.464848,0.904785
103,1,7.785409,4.354838,1.481292,0.785501
104,1,7.772806,5.178978,1.502289,0.727971
105,1,9.243412,2.496629,1.623348,0.921912
106,1,6.253050,5.013086,1.280059,0.729867
107,1,8.578296,3.666090,1.570980,0.849084
108,1,7.743614,5.127124,1.222870,0.655994
109,1,6.898229,6.932801,0.684145,0.419803
110,1,8.405492,3.341840,1.340976,0.747403
111,1,5.968514,6.180817,1.119468,0.593872
112,1,6.067580,5.999852,1.171312,0.667902
113,1,9.005561,3.185847,1.331072,0.785339
114,1,7.899871,3.509086,1.665468,0.911979
115,1,6.661360,5.526277,0.989857,0.659485
116,1,8.823254,3.736967,1.509498,0.812754
117,1,8.945074,3.682138,1.304231,0.780148
118,1,9.717293,2.776099,1.693179,0.903626
119,1,7.049914,4.839778,0.793358,0.603965
120,1,6.267452,5.853608,1.175037,0.675109
121,1,8.586070,4.482116,1.289064,0.703883
122,1,7.643822,5.515641,1.025303,0.633264
123,1,8.610902,3.581685,1.518231,0.821300
124,1,6.822242,4.235459,1.338282,0.811576
125,1,8.850646,3.545403,1.449068,0.787657
126,1,7.310123,5.604539,0.949619,0.541496
127,1,7.062197,4.881788,1.568899,0.841814
128,1,9.532888,3.470859,1.394508,0.856143
129,1,7.255248,6.059690,1.054997,0.672429
130,1,9.083337,3.192927,1.422619,0.850584
131,1,4.957569,8.646497,0.672429,0.364532
132,1,8.023585,4.524760,1.190339,0.652308
133,1,9.360020,4.553734,0.987677,0.592863
134,1,7.711592,5.045226,1.256282,0.657815
135,1,7.282787,6.354561,1.066793,0.527492
136,1,7.034279,4.571864,1.413122,0.743115
137,1,6.015100,6.542608,1.123487,0.603258
138,1,8.713925,3.448966,1.301160,0.753112
139,1,6.720821,6.444609,1.015679,0.536923
