Organism,Seq,Positions,,,
Strepto,1,,,,
Strepto,2,5-77,483-547,,
Strepto,3,288-347,,,
Strepto,4,525-594,,,
Strepto,5,294-335,528-573,,
Strepto,6,128-222,244-330,370-407,
Strepto,7,400-469,,,
Strepto,8,501-551,,,
Strepto,9,,,,
Strepto,10,0-72,413-475,,
Strepto,11,364-444,,,
Strepto,12,,,,
Strepto,13,363-399,,,
Strepto,14,290-330,408-457,,
Strepto,15,263-305,378-447,,
Strepto,16,254-291,382-521,,
Strepto,17,442-495,,,
Strepto,18,374-451,,,
Strepto,19,326-382,540-605,,
Strepto,20,169-249,389-448,,
Strepto,21,389-471,,,
Strepto,22,418-480,573-613,,
Strepto,23,,,,
Strepto,24,431-533,,,
Strepto,25,,,,
Strepto,26,369-497,,,
Strepto,27,35-165,,,
Strepto,28,411-449,,,
Strepto,29,342-447,,,
Strepto,30,359-461,,,
Strepto,31,395-476,,,
Strepto,32,405-478,,,
Strepto,33,364-467,,,
Strepto,34,395-550,,,
Strepto,35,445-489,550-589,,
Strepto,36,,,,
Strepto,37,415-476,,,
Strepto,38,,,,
Strepto,39,401-513,,,
Strepto,40,440-480,,,
Strepto,41,243-327,413-470,,
Strepto,42,319-445,,,
Strepto,43,401-454,,,
Strepto,44,409-453,,,
Strepto,45,393-473,,,
Strepto,46,385-491,,,
Strepto,47,,,,
Strepto,48,373-416,,,
Strepto,49,64-111,297-343,425-500,
Strepto,50,506-577,,,
Strepto,51,402-451,,,
Strepto,52,503-613,,,
Strepto,53,377-461,,,
Strepto,54,397-469,,,
Strepto,55,343-446,568-613,,
Strepto,56,,,,
Strepto,57,317-384,406-486,,
Strepto,58,288-376,392-429,,
Strepto,59,431-479,,,
Strepto,60,,,,
Strepto,61,312-410,482-526,,
Strepto,62,270-370,,,
Strepto,63,,,,
Strepto,64,399-611,,,
Strepto,65,404-449,,,
Strepto,66,380-446,548-592,,
Strepto,67,534-613,,,
Strepto,68,396-438,,,
Strepto,69,,,,
Strepto,70,563-613,,,
