Organism,Seq,Positions,,,
Thermo,1,214-343,,,
Thermo,2,368-543,,,
Thermo,3,316-431,,,
Thermo,4,,,,
Thermo,5,92-181,552-591,,
Thermo,6,191-232,380-462,,
Thermo,7,403-471,,,
Thermo,8,406-451,,,
Thermo,9,218-290,298-458,,
Thermo,10,313-445,,,
Thermo,11,,,,
Thermo,12,,,,
Thermo,13,237-280,397-464,,
Thermo,14,398-445,,,
Thermo,15,,,,
Thermo,16,36-77,400-455,502-613,
Thermo,17,48-123,,,
Thermo,18,263-308,414-470,,
Thermo,19,0-123,404-498,,
Thermo,20,430-476,,,
Thermo,21,374-485,,,
Thermo,22,32-76,357-499,,
Thermo,23,371-529,,,
Thermo,24,524-570,,,
Thermo,25,395-455,,,
Thermo,26,382-437,497-585,,
Thermo,27,294-341,345-430,,
Thermo,28,300-497,,,
Thermo,29,358-469,,,
Thermo,30,365-455,498-545,,
Thermo,31,358-425,,,
Thermo,32,291-410,420-480,,
Thermo,33,348-431,,,
Thermo,34,391-458,,,
Thermo,35,339-393,,,
Thermo,36,394-500,542-590,,
Thermo,37,,,,
Thermo,38,,,,
Thermo,39,,,,
Thermo,40,375-413,,,
Thermo,41,408-459,,,
Thermo,42,336-388,554-610,,
Thermo,43,304-363,371-453,,
Thermo,44,352-459,562-600,,
Thermo,45,313-435,,,
Thermo,46,153-193,377-432,569-613,
Thermo,47,153-193,377-432,569-613,
Thermo,48,,,,
Thermo,49,257-453,,,
Thermo,50,403-499,,,
Thermo,51,358-426,444-535,,
Thermo,52,321-514,,,
Thermo,53,342-492,,,
Thermo,54,374-436,,,
Thermo,55,350-434,,,
Thermo,56,233-285,299-411,,
Thermo,57,315-435,,,
Thermo,58,365-417,,,
Thermo,59,408-478,,,
Thermo,60,150-196,221-429,,
Thermo,61,397-439,,,
Thermo,62,301-467,499-580,,
Thermo,63,274-465,,,
Thermo,64,385-468,,,
Thermo,65,384-423,,,
Thermo,66,248-311,350-440,,
Thermo,67,,,,
Thermo,68,434-551,,,
Thermo,69,247-423,,,
Thermo,70,359-449,,,
Thermo,71,380-497,,,
Thermo,72,388-435,575-613,,
Thermo,73,0-52,176-234,351-427,
Thermo,74,351-431,,,
Thermo,75,,,,
Thermo,76,396-446,,,
Thermo,77,352-445,,,
Thermo,78,373-475,,,
Thermo,79,284-380,391-428,,
Thermo,80,267-424,433-470,,
Thermo,81,215-494,,,
Thermo,82,335-444,,,
Thermo,83,355-474,,,
Thermo,84,410-497,,,
Thermo,85,398-443,479-567,,
Thermo,86,195-261,273-314,405-472,
Thermo,87,362-445,,,
Thermo,88,392-498,,,
Thermo,89,215-284,359-455,,
Thermo,90,,,,
Thermo,91,513-564,569-613,,
Thermo,92,,,,
Thermo,93,282-440,,,
Thermo,94,279-477,,,
Thermo,95,459-504,,,
Thermo,96,401-452,544-613,,
Thermo,97,339-454,,,
Thermo,98,326-414,,,
Thermo,99,270-417,,,
Thermo,100,,,,
Thermo,101,167-269,379-446,,
Thermo,102,266-426,,,
Thermo,103,327-398,,,
Thermo,104,308-424,,,
Thermo,105,398-450,,,
Thermo,106,343-455,,,
Thermo,107,360-428,,,
Thermo,108,167-446,,,
Thermo,109,185-294,340-462,,
Thermo,110,236-303,322-470,,
Thermo,111,312-348,352-433,,
Thermo,112,,,,
Thermo,113,398-443,,,
Thermo,114,298-363,370-421,,
Thermo,115,306-466,470-576,,
Thermo,116,408-511,,,
Thermo,117,229-291,,,
Thermo,118,204-313,400-483,,
Thermo,119,418-465,,,
Thermo,120,,,,
Thermo,121,336-375,381-468,526-613,
Thermo,122,560-613,,,
Thermo,123,330-370,,,
Thermo,124,404-442,,,
Thermo,125,395-491,,,
Thermo,126,375-443,,,
Thermo,127,364-514,,,
Thermo,128,,,,
Thermo,129,390-483,512-592,,
Thermo,130,,,,
Thermo,131,,,,
Thermo,132,380-427,,,
Thermo,133,390-481,,,
Thermo,134,147-192,197-235,,
Thermo,135,,,,
Thermo,136,199-235,402-459,,
Thermo,137,,,,
Thermo,138,398-444,,,
Thermo,139,370-446,,,
Thermo,140,,,,
Thermo,141,345-393,,,
Thermo,142,0-43,502-558,,
Thermo,143,285-480,,,
Thermo,144,258-309,,,
Thermo,145,,,,
Thermo,146,327-452,,,
Thermo,147,396-467,,,
Thermo,148,271-435,451-499,,
Thermo,149,379-449,,,
Thermo,150,64-178,199-318,,
Thermo,151,193-239,292-426,520-571,
Thermo,152,418-519,,,
Thermo,153,185-222,227-265,283-464,
Thermo,154,,,,
Thermo,155,376-492,,,
Thermo,156,381-432,553-600,,
Thermo,157,,,,
Thermo,158,577-613,,,
Thermo,159,234-434,,,
Thermo,160,437-526,,,
Thermo,161,270-463,,,
Thermo,162,,,,
Thermo,163,365-426,,,
Thermo,164,239-429,,,
Thermo,165,,,,
Thermo,166,55-105,187-325,398-458,
Thermo,167,372-484,,,
Thermo,168,389-463,,,
Thermo,169,399-508,,,
Thermo,170,,,,
Thermo,171,343-428,,,
Thermo,172,,,,
Thermo,173,535-574,,,
Thermo,174,289-431,,,
Thermo,175,390-429,,,
Thermo,176,364-426,,,
Thermo,177,421-540,,,
Thermo,178,334-456,,,
Thermo,179,,,,
Thermo,180,358-433,,,
Thermo,181,0-48,,,
Thermo,182,333-444,,,
Thermo,183,0-36,424-480,,
Thermo,184,,,,
Thermo,185,330-461,560-609,,
Thermo,186,228-307,386-456,,
Thermo,187,267-546,,,
Thermo,188,374-466,,,
Thermo,189,494-540,,,
Thermo,190,460-556,,,
Thermo,191,,,,
Thermo,192,382-443,478-562,,
Thermo,193,24-75,408-460,,
Thermo,194,266-384,,,
Thermo,195,418-468,,,
Thermo,196,171-231,,,
Thermo,197,319-379,388-443,,
Thermo,198,347-442,,,
Thermo,199,320-513,,,
Thermo,200,253-345,350-433,,
Thermo,201,,,,
Thermo,202,16-58,131-295,,
Thermo,203,480-555,,,
Thermo,204,376-436,,,
Thermo,205,80-187,500-613,,
Thermo,206,164-217,276-373,498-555,
Thermo,207,476-580,,,
Thermo,208,329-397,469-515,,
Thermo,209,211-269,,,
Thermo,210,,,,
Thermo,211,362-434,,,
Thermo,212,51-103,,,
Thermo,213,316-448,,,
Thermo,214,362-455,,,
Thermo,215,,,,
Thermo,216,,,,
Thermo,217,385-443,,,
Thermo,218,342-452,457-493,525-613,
Thermo,219,397-472,508-577,,
Thermo,220,240-442,,,
Thermo,221,293-360,364-417,,
Thermo,222,0-41,398-481,526-573,577-613
Thermo,223,362-480,,,
Thermo,224,415-462,,,
Thermo,225,272-428,,,
Thermo,226,389-425,437-488,,
Thermo,227,383-434,,,
Thermo,228,206-298,,,
Thermo,229,255-324,,,
Thermo,230,334-447,,,
Thermo,231,268-427,,,
Thermo,232,,,,
Thermo,233,362-399,,,
Thermo,234,273-348,425-477,,
Thermo,235,190-419,,,
Thermo,236,325-491,,,
Thermo,237,178-217,347-430,537-582,
Thermo,238,409-456,,,
Thermo,239,208-370,402-453,,
Thermo,240,317-353,,,
Thermo,241,,,,
Thermo,242,34-101,382-451,,
Thermo,243,309-498,,,
Thermo,244,275-376,,,
Thermo,245,543-581,,,
Thermo,246,363-454,514-591,,
Thermo,247,232-272,,,
Thermo,248,279-453,459-531,,
Thermo,249,382-453,,,
Thermo,250,346-415,,,
Thermo,251,299-410,,,
Thermo,252,142-188,,,
Thermo,253,186-224,303-340,391-465,
Thermo,254,507-613,,,
Thermo,255,353-451,,,
Thermo,256,,,,
Thermo,257,138-194,325-363,475-598,
Thermo,258,535-610,,,
Thermo,259,296-461,,,
Thermo,260,404-450,,,
Thermo,261,362-445,,,
Thermo,262,419-470,,,
Thermo,263,0-62,388-445,,
Thermo,264,368-424,,,
Thermo,265,399-498,508-556,,
Thermo,266,318-427,,,
Thermo,267,351-408,431-473,,
Thermo,268,339-388,,,
Thermo,269,207-319,,,
Thermo,270,246-451,,,
Thermo,271,,,,
Thermo,272,304-443,,,
Thermo,273,,,,
Thermo,274,280-361,,,
Thermo,275,,,,
Thermo,276,406-449,,,
Thermo,277,354-411,503-546,,
Thermo,278,349-385,424-497,,
Thermo,279,,,,
Thermo,280,278-363,425-500,,
Thermo,281,300-443,,,
Thermo,282,326-435,499-578,,
Thermo,283,371-530,,,
Thermo,284,253-314,372-454,,
Thermo,285,,,,
Thermo,286,378-468,,,
Thermo,287,281-361,380-484,,
Thermo,288,19-101,382-459,,
Thermo,289,,,,
Thermo,290,280-436,,,
Thermo,291,10-102,,,
Thermo,292,292-351,400-497,,
Thermo,293,128-241,309-407,,
Thermo,294,367-445,,,
Thermo,295,363-435,,,
Thermo,296,205-282,384-432,,
Thermo,297,255-396,,,
Thermo,298,268-464,,,
Thermo,299,391-453,494-552,,
Thermo,300,356-447,,,
Thermo,301,,,,
Thermo,302,131-270,281-322,,
Thermo,303,388-437,,,
Thermo,304,313-443,,,
Thermo,305,391-430,,,
Thermo,306,274-433,,,
Thermo,307,275-554,,,
Thermo,308,381-456,,,
Thermo,309,,,,
Thermo,310,250-430,,,
Thermo,311,380-444,,,
Thermo,312,364-408,438-488,,
Thermo,313,372-439,,,
Thermo,314,0-57,,,
Thermo,315,421-484,,,
Thermo,316,,,,
Thermo,317,246-309,,,
Thermo,318,442-522,568-611,,
Thermo,319,27-90,256-306,,
Thermo,320,390-427,,,
Thermo,321,227-292,316-434,,
Thermo,322,,,,
Thermo,323,223-330,,,
Thermo,324,332-457,,,
Thermo,325,294-371,378-447,,
Thermo,326,332-441,,,
Thermo,327,276-335,389-432,481-518,
Thermo,328,354-416,,,
Thermo,329,510-565,,,
Thermo,330,387-463,,,
Thermo,331,37-108,174-212,402-453,500-575
Thermo,332,,,,
Thermo,333,392-468,,,
Thermo,334,384-441,,,
Thermo,335,,,,
Thermo,336,184-270,288-463,,
Thermo,337,291-420,,,
Thermo,338,406-505,,,
Thermo,339,389-563,,,
Thermo,340,314-464,,,
Thermo,341,398-461,465-569,,
Thermo,342,,,,
Thermo,343,419-459,,,
Thermo,344,400-493,,,
Thermo,345,265-427,,,
Thermo,346,389-478,,,
Thermo,347,564-613,,,
Thermo,348,369-435,,,
Thermo,349,346-448,,,
Thermo,350,307-450,,,
Thermo,351,433-481,,,
Thermo,352,409-484,,,
Thermo,353,,,,
Thermo,354,403-469,550-613,,
Thermo,355,333-369,,,
Thermo,356,360-433,,,
Thermo,357,303-461,,,
Thermo,358,363-440,,,
Thermo,359,391-506,,,
Thermo,360,191-263,361-443,,
Thermo,361,364-471,,,
Thermo,362,388-427,552-613,,
Thermo,363,206-338,389-462,,
Thermo,364,224-322,,,
Thermo,365,284-343,423-476,,
Thermo,366,379-454,,,
Thermo,367,44-115,,,
Thermo,368,292-404,,,
Thermo,369,405-487,,,
Thermo,370,251-313,369-432,,
Thermo,371,,,,
Thermo,372,,,,
Thermo,373,380-429,,,
Thermo,374,328-481,,,
Thermo,375,95-195,206-293,,
Thermo,376,226-298,,,
Thermo,377,458-497,,,
Thermo,378,264-311,346-444,,
Thermo,379,,,,
Thermo,380,236-515,,,
Thermo,381,328-441,,,
Thermo,382,229-282,343-459,,
Thermo,383,354-420,526-613,,
Thermo,384,370-429,,,
Thermo,385,354-435,512-613,,
Thermo,386,356-466,506-542,,
Thermo,387,367-447,,,
Thermo,388,375-465,,,
Thermo,389,0-57,338-409,416-473,558-607
Thermo,390,,,,
Thermo,391,384-429,,,
Thermo,392,210-302,331-435,,
Thermo,393,,,,
Thermo,394,372-489,552-591,,
Thermo,395,297-414,,,
Thermo,396,372-444,,,
Thermo,397,242-306,310-348,400-444,
Thermo,398,387-442,,,
Thermo,399,,,,
Thermo,400,156-314,323-429,,
Thermo,401,254-318,322-359,389-512,
Thermo,402,371-443,,,
Thermo,403,302-453,,,
Thermo,404,176-236,386-435,,
Thermo,405,298-488,,,
Thermo,406,366-483,,,
Thermo,407,,,,
Thermo,408,377-503,,,
Thermo,409,371-458,,,
Thermo,410,307-457,,,
Thermo,411,,,,
Thermo,412,455-507,540-603,,
Thermo,413,278-429,,,
Thermo,414,342-486,,,
Thermo,415,268-472,,,
Thermo,416,289-368,380-475,,
Thermo,417,374-429,,,
Thermo,418,219-314,320-357,370-431,
Thermo,419,388-431,,,
Thermo,420,333-447,500-600,,
Thermo,421,299-520,,,
Thermo,422,383-436,,,
Thermo,423,408-454,506-550,,
Thermo,424,547-595,,,
Thermo,425,369-422,,,
Thermo,426,344-389,,,
Thermo,427,,,,
Thermo,428,396-462,,,
Thermo,429,129-184,,,
Thermo,430,526-599,,,
Thermo,431,,,,
Thermo,432,296-335,,,
Thermo,433,323-427,442-543,,
Thermo,434,164-339,361-443,,
Thermo,435,48-103,404-497,,
Thermo,436,187-250,311-366,,
Thermo,437,357-409,,,
Thermo,438,393-475,,,
Thermo,439,263-318,371-432,436-486,
Thermo,440,296-484,,,
Thermo,441,,,,
Thermo,442,14-50,406-481,,
Thermo,443,0-83,364-446,,
Thermo,444,273-432,,,
Thermo,445,0-65,383-465,,
Thermo,446,,,,
Thermo,447,357-439,,,
Thermo,448,405-466,,,
Thermo,449,271-360,,,
Thermo,450,319-440,,,
Thermo,451,0-54,355-431,,
Thermo,452,,,,
Thermo,453,317-418,,,
Thermo,454,340-428,,,
Thermo,455,0-82,382-474,544-601,
Thermo,456,156-279,560-613,,
Thermo,457,390-452,,,
Thermo,458,315-404,,,
Thermo,459,,,,
Thermo,460,246-439,,,
Thermo,461,324-447,,,
Thermo,462,223-329,337-473,,
Thermo,463,85-123,,,
Thermo,464,410-505,,,
Thermo,465,456-576,,,
Thermo,466,457-543,,,
Thermo,467,345-432,,,
Thermo,468,360-483,,,
Thermo,469,367-486,,,
Thermo,470,,,,
Thermo,471,414-613,,,
Thermo,472,347-472,529-572,,
Thermo,473,399-452,,,
Thermo,474,379-433,439-480,,
Thermo,475,388-484,527-579,,
Thermo,476,406-453,,,
Thermo,477,373-437,,,
Thermo,478,168-222,379-438,543-584,
Thermo,479,375-414,,,
Thermo,480,,,,
Thermo,481,363-431,436-558,,
Thermo,482,407-446,,,
Thermo,483,31-114,176-214,525-590,
Thermo,484,323-430,,,
Thermo,485,285-335,402-450,,
Thermo,486,373-493,,,
Thermo,487,422-518,,,
Thermo,488,347-431,,,
Thermo,489,237-302,,,
Thermo,490,404-446,,,
Thermo,491,507-567,,,
Thermo,492,289-332,384-481,,
Thermo,493,294-332,425-505,,
Thermo,494,23-64,411-461,,
Thermo,495,,,,
Thermo,496,574-613,,,
Thermo,497,380-434,,,
Thermo,498,42-149,,,
Thermo,499,,,,
Thermo,500,510-613,,,
Thermo,501,313-440,,,
Thermo,502,467-573,,,
Thermo,503,287-460,,,
Thermo,504,226-272,381-432,,
Thermo,505,503-595,,,
Thermo,506,335-414,449-507,,
Thermo,507,,,,
Thermo,508,57-97,182-230,378-450,
Thermo,509,,,,
Thermo,510,399-439,,,
Thermo,511,170-270,356-449,,
Thermo,512,261-311,412-487,,
Thermo,513,325-488,,,
Thermo,514,271-328,,,
Thermo,515,274-360,402-446,,
Thermo,516,,,,
Thermo,517,79-116,,,
Thermo,518,23-106,,,
Thermo,519,307-357,370-465,,
Thermo,520,282-322,465-509,,
Thermo,521,300-453,,,
Thermo,522,149-185,311-428,,
Thermo,523,380-418,,,
