Organism,Seq,Positions,,,
Synecho,1,,,,
Synecho,2,385-453,,,
Synecho,3,,,,
Synecho,4,0-139,,,
Synecho,5,,,,
Synecho,6,174-227,537-613,,
Synecho,7,,,,
Synecho,8,,,,
Synecho,9,178-220,361-418,,
Synecho,10,236-301,,,
Synecho,11,397-476,,,
Synecho,12,255-328,334-372,399-440,447-496
Synecho,13,48-90,,,
Synecho,14,381-487,,,
Synecho,15,250-307,,,
Synecho,16,0-51,,,
Synecho,17,343-392,403-464,,
Synecho,18,239-288,408-518,,
Synecho,19,211-314,,,
Synecho,20,199-239,270-403,,
Synecho,21,299-337,388-468,,
Synecho,22,,,,
Synecho,23,397-464,,,
Synecho,24,0-130,,,
Synecho,25,,,,
Synecho,26,371-437,,,
Synecho,27,414-489,,,
Synecho,28,483-525,,,
Synecho,29,260-302,324-366,,
Synecho,30,,,,
Synecho,31,174-229,401-453,510-604,
Synecho,32,0-36,332-421,,
Synecho,33,284-348,394-480,,
Synecho,34,99-148,158-250,307-370,
Synecho,35,296-334,,,
Synecho,36,,,,
Synecho,37,386-472,,,
Synecho,38,,,,
Synecho,39,445-502,568-604,,
Synecho,40,347-435,,,
Synecho,41,0-49,,,
Synecho,42,,,,
Synecho,43,,,,
Synecho,44,393-478,,,
Synecho,45,429-546,,,
Synecho,46,,,,
Synecho,47,,,,
Synecho,48,262-299,363-490,,
Synecho,49,404-480,,,
Synecho,50,370-414,503-597,,
Synecho,51,48-129,,,
Synecho,52,90-174,187-226,,
Synecho,53,283-330,458-514,,
Synecho,54,430-471,,,
Synecho,55,308-409,,,
Synecho,56,417-473,,,
Synecho,57,407-613,,,
Synecho,58,416-517,570-613,,
Synecho,59,,,,
Synecho,60,379-466,470-556,,
Synecho,61,358-489,,,
Synecho,62,338-394,400-464,,
Synecho,63,61-116,273-340,494-552,
Synecho,64,317-356,421-483,,
Synecho,65,319-364,,,
Synecho,66,79-150,432-537,,
Synecho,67,,,,
Synecho,68,286-483,,,
Synecho,69,398-495,536-606,,
Synecho,70,236-413,,,
Synecho,71,0-114,148-275,,
Synecho,72,375-462,,,
Synecho,73,319-397,,,
Synecho,74,0-55,358-428,,
Synecho,75,,,,
Synecho,76,80-158,219-359,439-498,
Synecho,77,,,,
Synecho,78,,,,
Synecho,79,359-403,,,
Synecho,80,,,,
Synecho,81,392-465,,,
Synecho,82,216-257,,,
Synecho,83,320-379,,,
Synecho,84,,,,
Synecho,85,0-93,101-146,,
Synecho,86,0-143,,,
Synecho,87,239-357,,,
Synecho,88,433-567,575-613,,
Synecho,89,450-500,,,
Synecho,90,421-477,,,
Synecho,91,24-96,151-262,377-416,
Synecho,92,337-392,,,
Synecho,93,409-505,523-572,,
Synecho,94,397-451,462-498,,
Synecho,95,535-580,,,
Synecho,96,361-466,,,
Synecho,97,,,,
Synecho,98,160-215,236-296,333-394,
Synecho,99,333-405,,,
Synecho,100,450-487,,,
Synecho,101,,,,
Synecho,102,381-430,,,
Synecho,103,,,,
Synecho,104,90-138,178-253,306-357,
Synecho,105,276-379,,,
Synecho,106,24-97,,,
Synecho,107,340-507,,,
